00/00/0000, 00:00:00, Master Init Complete
05/10/2012, 12:17:32, Note,4
05/10/2012, 12:17:32, Note,4
05/10/2012, 12:17:33, Note,4
05/10/2012, 12:17:34, Note,4
05/10/2012, 12:17:35, Note,7
05/10/2012, 12:17:35, Note,6
05/10/2012, 12:17:35, Note,5
05/10/2012, 12:17:35, Note,3
05/10/2012, 12:17:35, Note,4
05/10/2012, 12:17:35, Note,4
05/10/2012, 12:17:35, Note,5
05/10/2012, 12:17:36, Note,6
05/10/2012, 12:17:36, Note,7
05/10/2012, 12:17:36, Note,4
05/10/2012, 12:17:36, Note,1
05/10/2012, 12:17:36, Note,4
05/10/2012, 12:17:36, Note,3
05/10/2012, 12:17:36, Note,4
05/10/2012, 12:17:36, Note,5
05/10/2012, 12:17:36, Note,6
05/10/2012, 12:17:36, Note,7
05/10/2012, 12:17:36, Note,4
05/10/2012, 12:17:37, Note,4
05/10/2012, 12:17:37, Note,7
05/10/2012, 12:17:37, Note,5
05/10/2012, 12:17:37, Note,3
05/10/2012, 12:17:37, Note,4
05/10/2012, 12:17:37, Note,2
05/10/2012, 12:17:37, Note,4
05/10/2012, 12:17:37, Note,4
05/10/2012, 12:17:38, Note,4
05/10/2012, 12:17:38, Note,4
05/10/2012, 12:17:38, Note,4
05/10/2012, 12:17:39, Note,4
05/10/2012, 12:17:39, Note,4
05/10/2012, 12:17:39, Note,4
05/10/2012, 12:17:40, Note,1
05/10/2012, 12:17:40, Note,4
05/10/2012, 12:17:40, Note,4
05/10/2012, 12:17:40, Note,3
05/10/2012, 12:17:40, Note,4
05/10/2012, 12:17:41, Note,4
05/10/2012, 12:17:41, Note,6
05/10/2012, 12:17:41, Note,7
05/10/2012, 12:17:41, Note,4
05/10/2012, 12:17:41, Note,4
05/10/2012, 12:17:41, Note,4
05/10/2012, 12:17:41, Note,7
05/10/2012, 12:17:42, Note,6
05/10/2012, 12:17:42, Note,5
05/10/2012, 12:17:42, Note,3
05/10/2012, 12:17:42, Note,2
05/10/2012, 12:17:45, Switching to instrument 1
05/10/2012, 12:17:45, Note,1
05/10/2012, 12:17:46, Note,2
05/10/2012, 12:17:46, Note,3
05/10/2012, 12:17:46, Note,4
05/10/2012, 12:17:46, Note,5
05/10/2012, 12:17:46, Note,6
05/10/2012, 12:17:47, Note,7
05/10/2012, 12:17:48, Note,7
05/10/2012, 12:17:48, Note,6
05/10/2012, 12:17:48, Note,5
05/10/2012, 12:17:48, Note,4
05/10/2012, 12:17:48, Note,3
05/10/2012, 12:17:48, Note,2
05/10/2012, 12:17:48, Note,1
05/10/2012, 12:17:49, Note,2
05/10/2012, 12:17:50, Note,1
05/10/2012, 12:17:50, Switching to instrument 2
05/10/2012, 12:17:51, Switching to instrument 3
05/10/2012, 12:17:51, Note,2
05/10/2012, 12:17:51, Switching to instrument 4
05/10/2012, 12:17:52, Note,2
05/10/2012, 12:17:52, Switching to noises
05/10/2012, 12:17:52, Note,2
05/10/2012, 12:17:53, Switching to instrument 0
05/10/2012, 12:17:53, Switching to instrument 1
05/10/2012, 12:17:53, Note,2
05/10/2012, 12:17:54, Switching to instrument 2
05/10/2012, 12:17:54, Note,7
05/10/2012, 12:17:54, Note,6
05/10/2012, 12:17:54, Note,5
05/10/2012, 12:17:54, Note,4
05/10/2012, 12:17:55, Note,6
05/10/2012, 12:17:57, Note,7
05/10/2012, 12:17:57, Note,6
05/10/2012, 12:17:57, Note,5
05/10/2012, 12:17:57, Note,4
05/10/2012, 12:17:57, Note,2
05/10/2012, 12:17:57, Note,1
05/10/2012, 12:17:58, Note,1
05/10/2012, 12:17:58, Note,2
05/10/2012, 12:17:58, Note,3
05/10/2012, 12:17:59, Note,5
05/10/2012, 12:17:59, Note,1
05/10/2012, 12:17:59, Note,2
05/10/2012, 12:17:59, Note,3
05/10/2012, 12:17:59, Note,7
05/10/2012, 12:17:59, Note,4
05/10/2012, 12:18:00, Note,5
05/10/2012, 12:18:00, Note,7
05/10/2012, 12:18:00, Note,3
05/10/2012, 12:18:00, Note,6
05/10/2012, 12:18:00, Note,2
05/10/2012, 12:18:00, Note,5
05/10/2012, 12:18:00, Note,1
05/10/2012, 12:18:00, Note,4
05/10/2012, 12:18:01, Note,3
05/10/2012, 12:18:01, Note,4
05/10/2012, 12:18:01, Note,1
05/10/2012, 12:18:01, Note,5
05/10/2012, 12:18:01, Note,2
05/10/2012, 12:18:01, Note,7
05/10/2012, 12:18:01, Note,3
05/10/2012, 12:18:01, Note,4
05/10/2012, 12:18:02, Note,7
05/10/2012, 12:18:03, Note,7
05/10/2012, 12:18:04, Note,5
05/10/2012, 12:18:04, Note,4
05/10/2012, 12:18:05, Note,3
05/10/2012, 12:18:05, Note,2
05/10/2012, 12:18:06, Note,2
05/10/2012, 12:18:07, Note,3
05/10/2012, 12:18:07, Note,4
05/10/2012, 12:18:07, Note,6
05/10/2012, 12:18:08, Note,7
05/10/2012, 12:18:09, Note,7
05/10/2012, 12:18:09, Note,6
05/10/2012, 12:18:09, Note,5
05/10/2012, 12:18:09, Note,4
05/10/2012, 12:18:10, Note,3
05/10/2012, 12:18:10, Note,2
05/10/2012, 12:18:10, Note,1
05/10/2012, 12:18:21, Screen Saver
05/10/2012, 12:18:21, Note,7
05/10/2012, 12:18:21, Note,7
05/10/2012, 12:18:21, Note,7
05/10/2012, 12:18:22, Note,6
05/10/2012, 12:18:22, Note,5
