Configured
00/00/0000, 00:00:00, Master Init Complete
05/10/2012, 12:55:17, Note,5
05/10/2012, 12:55:18, Note,7
05/10/2012, 12:55:18, Note,7
05/10/2012, 12:55:18, Note,6
05/10/2012, 12:55:19, Note,7
05/10/2012, 12:55:19, Note,7
05/10/2012, 12:55:19, Note,5
05/10/2012, 12:55:20, Note,4
05/10/2012, 12:55:20, Note,5
05/10/2012, 12:55:20, Note,5
05/10/2012, 12:55:20, Note,4
05/10/2012, 12:55:20, Note,3
05/10/2012, 12:55:21, Note,4
05/10/2012, 12:55:21, Note,3
05/10/2012, 12:55:21, Note,3
05/10/2012, 12:55:21, Note,4
05/10/2012, 12:55:22, Note,6
05/10/2012, 12:55:22, Note,7
05/10/2012, 12:55:22, Note,5
05/10/2012, 12:55:23, Note,5
05/10/2012, 12:55:23, Note,4
05/10/2012, 12:55:24, Note,4
05/10/2012, 12:55:25, Note,7
05/10/2012, 12:55:25, Note,7
05/10/2012, 12:55:25, Note,3
05/10/2012, 12:55:25, Note,6
05/10/2012, 12:55:25, Note,7
05/10/2012, 12:55:26, Note,6
05/10/2012, 12:55:26, Note,3
05/10/2012, 12:55:26, Note,3
05/10/2012, 12:55:26, Note,6
05/10/2012, 12:55:26, Note,5
05/10/2012, 12:55:27, Note,6
05/10/2012, 12:55:27, Note,7
05/10/2012, 12:55:27, Note,7
05/10/2012, 12:55:27, Note,6
05/10/2012, 12:55:27, Switching to instrument 1
05/10/2012, 12:55:27, Note,7
05/10/2012, 12:55:29, Note,7
05/10/2012, 12:55:29, Note,6
05/10/2012, 12:55:29, Note,5
05/10/2012, 12:55:29, Note,2
05/10/2012, 12:55:29, Note,2
05/10/2012, 12:55:29, Note,3
05/10/2012, 12:55:29, Note,4
05/10/2012, 12:55:29, Note,5
05/10/2012, 12:55:29, Note,6
05/10/2012, 12:55:29, Note,7
05/10/2012, 12:55:30, Note,2
05/10/2012, 12:55:32, Note,7
05/10/2012, 12:55:33, Note,6
05/10/2012, 12:55:33, Note,5
05/10/2012, 12:55:33, Note,4
05/10/2012, 12:55:33, Note,3
05/10/2012, 12:55:33, Note,2
05/10/2012, 12:55:33, Note,5
05/10/2012, 12:55:33, Note,2
05/10/2012, 12:55:33, Note,6
05/10/2012, 12:55:34, Note,7
05/10/2012, 12:55:35, Note,7
05/10/2012, 12:55:35, Note,6
05/10/2012, 12:55:35, Note,5
05/10/2012, 12:55:35, Note,7
05/10/2012, 12:55:35, Note,5
05/10/2012, 12:55:35, Note,6
05/10/2012, 12:55:35, Note,5
05/10/2012, 12:55:35, Note,4
05/10/2012, 12:55:35, Note,5
05/10/2012, 12:55:35, Note,4
05/10/2012, 12:55:35, Note,6
05/10/2012, 12:55:35, Note,4
05/10/2012, 12:55:37, Note,3
05/10/2012, 12:55:37, Note,4
05/10/2012, 12:55:37, Note,5
05/10/2012, 12:55:37, Note,3
05/10/2012, 12:55:38, Note,4
05/10/2012, 12:55:38, Note,6
05/10/2012, 12:55:38, Note,2
05/10/2012, 12:55:38, Note,1
05/10/2012, 12:55:39, Note,6
05/10/2012, 12:55:39, Note,2
05/10/2012, 12:55:39, Note,2
05/10/2012, 12:55:39, Note,7
05/10/2012, 12:55:39, Note,6
05/10/2012, 12:55:39, Note,6
05/10/2012, 12:55:43, Switching to instrument 2
05/10/2012, 12:55:44, Note,5
05/10/2012, 12:55:47, Note,5
05/10/2012, 12:55:48, Note,5
05/10/2012, 12:55:51, Note,7
05/10/2012, 12:55:51, Note,6
05/10/2012, 12:55:51, Note,7
05/10/2012, 12:55:51, Note,5
05/10/2012, 12:55:51, Note,6
05/10/2012, 12:55:52, Note,6
05/10/2012, 12:55:52, Switching to instrument 3
05/10/2012, 12:55:52, Note,5
05/10/2012, 12:55:52, Note,4
05/10/2012, 12:55:52, Note,6
05/10/2012, 12:55:52, Note,3
05/10/2012, 12:55:52, Note,4
05/10/2012, 12:55:52, Note,5
05/10/2012, 12:55:53, Note,5
05/10/2012, 12:55:53, Note,4
05/10/2012, 12:55:53, Note,6
05/10/2012, 12:55:53, Note,4
05/10/2012, 12:55:53, Note,5
05/10/2012, 12:55:54, Note,7
05/10/2012, 12:55:54, Note,4
05/10/2012, 12:55:54, Note,6
05/10/2012, 12:55:55, Note,7
05/10/2012, 12:55:55, Note,5
05/10/2012, 12:55:55, Note,4
05/10/2012, 12:55:55, Note,5
05/10/2012, 12:55:56, Note,7
05/10/2012, 12:55:56, Note,5
05/10/2012, 12:55:56, Note,5
05/10/2012, 12:55:56, Note,6
05/10/2012, 12:55:56, Note,6
05/10/2012, 12:55:56, Note,7
05/10/2012, 12:56:00, Switching to instrument 4
05/10/2012, 12:56:02, Note,2
05/10/2012, 12:56:03, Switching to noises
05/10/2012, 12:56:05, Switching to instrument 0
05/10/2012, 12:56:05, Note,4
05/10/2012, 12:56:05, Note,5
05/10/2012, 12:56:05, Note,4
05/10/2012, 12:56:06, Note,4
05/10/2012, 12:56:08, Switching to instrument 1
05/10/2012, 12:56:19, Screen Saver
05/10/2012, 12:56:22, Note,5
05/10/2012, 12:56:28, Note,5
05/10/2012, 12:56:39, Screen Saver
