00/00/0000, 00:00:00, Master Init Complete
05/05/2012, 12:36:09, Note,8
05/05/2012, 12:36:09, Note,7
05/05/2012, 12:36:09, Note,6
05/05/2012, 12:36:10, Note,3
05/05/2012, 12:36:10, Note,2
05/05/2012, 12:36:10, Note,4
05/05/2012, 12:36:10, Note,6
05/05/2012, 12:36:10, Note,5
05/05/2012, 12:36:11, Note,7
05/05/2012, 12:36:11, Note,8
05/05/2012, 12:36:11, Note,7
05/05/2012, 12:36:11, Note,6
05/05/2012, 12:36:11, Note,5
05/05/2012, 12:36:11, Note,4
05/05/2012, 12:36:12, Note,4
05/05/2012, 12:36:12, Note,5
05/05/2012, 12:36:12, Note,6
05/05/2012, 12:36:12, Note,7
05/05/2012, 12:36:12, Note,8
05/05/2012, 12:36:12, Note,6
05/05/2012, 12:36:14, Note,8
05/05/2012, 12:36:14, Note,8
05/05/2012, 12:36:14, Note,1
05/05/2012, 12:36:15, Note,8
05/05/2012, 12:36:15, Note,7
05/05/2012, 12:36:15, Note,2
05/05/2012, 12:36:16, Note,4
05/05/2012, 12:36:16, Note,5
05/05/2012, 12:36:16, Note,4
05/05/2012, 12:36:16, Note,2
05/05/2012, 12:36:17, Note,1
05/05/2012, 12:36:17, Note,1
05/05/2012, 12:36:17, Note,1
05/05/2012, 12:36:18, Note,1
05/05/2012, 12:36:18, Note,2
05/05/2012, 12:36:19, Note,3
05/05/2012, 12:36:19, Note,4
05/05/2012, 12:36:19, Note,4
05/05/2012, 12:36:22, Note,7
05/05/2012, 12:36:22, Note,7
05/05/2012, 12:36:23, Note,6
05/05/2012, 12:36:23, Note,7
05/05/2012, 12:36:23, Note,8
05/05/2012, 12:36:24, Note,6
05/05/2012, 12:36:25, Note,5
05/05/2012, 12:36:26, Note,3
05/05/2012, 12:36:26, Note,3
05/05/2012, 12:36:26, Note,3
05/05/2012, 12:36:26, Note,2
05/05/2012, 12:36:28, Note,3
05/05/2012, 12:36:28, Note,3
05/05/2012, 12:36:28, Note,3
05/05/2012, 12:36:29, Note,5
05/05/2012, 12:36:30, Note,6
05/05/2012, 12:36:31, Note,7
05/05/2012, 12:36:31, Note,8
05/05/2012, 12:36:32, Note,5
05/05/2012, 12:36:32, Note,8
05/05/2012, 12:36:33, Note,6
05/05/2012, 12:36:34, Note,4
05/05/2012, 12:36:34, Note,5
05/05/2012, 12:36:37, Note,3
05/05/2012, 12:36:37, Note,3
05/05/2012, 12:36:37, Note,3
05/05/2012, 12:36:38, Note,4
05/05/2012, 12:36:38, Note,4
05/05/2012, 12:36:39, Note,2
05/05/2012, 12:36:39, Note,2
05/05/2012, 12:36:39, Note,1
05/05/2012, 12:36:40, Note,1
05/05/2012, 12:36:40, Note,1
05/05/2012, 12:36:40, Note,1
05/05/2012, 12:36:41, Note,2
05/05/2012, 12:36:41, Note,2
05/05/2012, 12:36:41, Note,2
05/05/2012, 12:36:42, Note,4
05/05/2012, 12:36:42, Note,4
05/05/2012, 12:36:43, Note,3
05/05/2012, 12:36:43, Note,3
05/05/2012, 12:36:45, Note,3
05/05/2012, 12:36:46, Note,3
05/05/2012, 12:36:47, Note,2
05/05/2012, 12:36:47, Note,1
05/05/2012, 12:36:48, Note,2
05/05/2012, 12:36:49, Note,3
05/05/2012, 12:36:49, Note,5
05/05/2012, 12:36:50, Note,6
05/05/2012, 12:36:50, Note,6
05/05/2012, 12:36:50, Note,7
05/05/2012, 12:36:50, Note,7
